case_number,county,quotes
230,Queens,"""If the legislature intended police department disciplinary records to be turned over by the prosecution as summaries, this language would have been used but such language was expressly left out."""
230,Queens,"""The People continue to ignore that presumption as a matter of policy, despite routinely having discoverable items in their actual and constructive possession."""
230,Queens,"""Rather, here, the People had a list of officers participating in the defendant’s arrest and knowingly failed to disclose discoverable impeachment material in their constructive possession without leave of the court or a protective order, demonstrating a blatant disregard for the disclosure requirements of the statute."""
230,Queens,"""There is no reason why the request couldn’t have been made before filing the COC on [date redacted], other than the People’s continued policy of relying on trial case law rather than appellate decisions."""
230,Queens,"""This Court holds that when the People have actual possession or are statutorily presumed to be in possession of police officer disciplinary records, including the underlying documentation, and they willfully elect not to disclose that information then they cannot be deemed in compliance with their discovery obligations and any corresponding certificate of compliance must be invalidated."""
231,Queens,"""These reports were in the People’s possession, and the failure to disclose them to the defendant, without evidence of special circumstances, invalidates the People’s COC."""
231,Queens,"""The People’s COC and supplemental COC’s that fail to disclose the entirety of the officer-witness’ activity logs are invalid on that basis."""
231,Queens,"""The People were on notice with the passing of the statute that any information in their possession which tends to impeach is automatically discoverable."""
231,Queens,"""Applying this logic, it bears no consequence on the People’s discovery obligation whether a disciplinary record is substantiated, unsubstantiated, or exonerated."""
231,Queens,"""Accordingly, the People’s COCs and supplemental COCs filed without the underlying police disciplinary records for the listed testifying officers is invalid."""
232,Bronx,"""A claim of good faith alone is, simply put, insufficient to find that a certificate of discovery compliance is proper."""
232,Bronx,"""However, in the context of this case, these minimal efforts were insufficient to meet the standards of due diligence and reasonableness set forth in the statute."""
232,Bronx,"""Indeed, the prosecution's 'obligations as articulated in CPL § 245.20 call for care and precision. They ensure that the prosecutor has conducted the type of thorough investigation when public safety and individual liberty interests are at stake.'"""
232,Bronx,"""The prosecution failed to ask [name redacted] if she had ever used another name, failed to verify the spelling of [name redacted]'s name against [name redacted]'s own notarized statement, and simply failed to ask if either witness had ever been convicted of a criminal offense."""
232,Bronx,"""Thus, the Court finds the certificate of discovery compliance filed on [date redacted], is improper."""
233,Bronx,"""Based on the allegations in the complaint, FDNY records are reasonably likely to exist, therefore, the People must make a 'diligent, good faith effort' to ascertain their existence and 'cause' them to be made available for discovery before filing their Certificate of Compliance."""
233,Bronx,"""It is clear that 'good faith' does not always mean good enough."""
233,Bronx,"""The People made no inquiries to ascertain the existence of the FDNY records until [date redacted], seventy-seven (77) days after the People filed their initial Certificate of Compliance."""
233,Bronx,"""While the record before the Court does demonstrate that the People acted in good faith, operating under a mistaken belief that the Ambulance Call Report would be included in subpoenaed records, that fact does not obviate the People's due diligence obligation pursuant to CPL $245.20."""
233,Bronx,"""Because the People did not establish that they exercised due diligence prior to filing the initial Certificate of Compliance, the People's Certificate of Compliance is deemed invalid."""
234,Kings,"""However, despite this clear mandate, the People herein have failed to disclose the grand jury minutes and grand jury synopsis sheet before filing their COC on [date redacted]."""
234,Kings,"""Despite their assertions to the contrary, the Court finds that the People's COC was neither filed in good faith nor were they diligent in ascertaining and providing the missing documents."""
234,Kings,"""Therefore, it is incomprehensible why the [evidence] were not amongst those documents disclosed on April 14 if they were in the People's possession."""
234,Kings,"""However, it took them an additional 91 days, over two months, to provide the [evidence]."""
234,Kings,"""The lack of adequate explanation for their inactions demonstrates a lack of diligence on the part of the People."""
235,Kings,"""Hence, the People did not fulfill their initial discovery obligations in violation of CPL § 245.10(1)(a)(ii)."""
235,Kings,"""Thus, the court finds that the People failed to exercise diligent efforts and good faith in filing their COC."""
235,Kings,"""The numerous SCOCs and attendant discovery filed after the original COC provide a window into the scope of the missing discovery and the People’s unreadiness to proceed with prosecution."""
235,Kings,"""Moreover, to date, the People have not notified the court of whether they have turned turn over promised outstanding discovery."""
235,Kings,"""Accordingly, this court invalidates the COC and strikes the initial SOR as illusory."""
236,Queens,"""The People’s reliance on the defendant’s duty to diligently confer as an explanation for piecemeal discovery disclosures is unpersuasive."""
236,Queens,"""Although the People have belatedly disclosed the missing discovery in good faith, they offer no evidence of due diligence as to why the belated disclosures occurred in the first place."""
236,Queens,"""The People do not provide a factual account for the failure to disclose the discoverable material, but instead rely on the defendant’s obligation to diligently confer to alert them that the document (which is easily identifiable based on the People’s complaint) was missing."""
236,Queens,"""The People do not claim that these calibration reports were not in their possession at the time they certified their case. There is no evidence of the People’s due diligence to disclose these records in their original COC."""
236,Queens,"""The People do not claim that they did not have the underlying record in their possession, but instead that their obligation was satisfied with the LEOW letter."""
237,NY,"""the court finds that the People did not exercise due diligence or act reasonably in failing to ask if Officer [name redacted] recorded body worn camera footage when apprehending the defendant or if there was any other pertinent information relating to the defendant's apprehension."""
237,NY,"""Accordingly, upon consideration of these circumstances, the court finds that the People did not demonstrate due diligence or act reasonably in their efforts to comply with the discovery requirements of CPL 245.20(1)."""
237,NY,"""the court finds that the audit trails are required to be disclosed pursuant to this section because they are information about the body worn camera device and the body worn camera video footage from this case."""
237,NY,"""Upon review of the NYPD arrest reports and complaint reports, the court finds that the materials contain impermissible redactions."""
237,NY,"""As noted earlier, this supplemental COC is invalid, and, as a result, the People could not effectively declare ready for trial on these dates."""
238,Bronx,"""As a result, the Court finds the People’s [date redacted] SOR illusory and charges the People for this adjournment period."""
238,Bronx,"""The People did not, when filing and serving their supplemental COC, declare their readiness for trial by filing and serving an off-calendar statement of readiness."""
238,Bronx,"""Their in-court statement of readiness on [date redacted] does not cure this omission, since it was neither a 'present statement' of the People’s trial readiness in the weeks that preceded it, nor was it a 'present statement' of trial readiness contemporaneous to the filing and service of the supplemental COC on [date redacted]."""
238,Bronx,"""After Judge An issued the February Order invalidating the People’s COC, it was incumbent upon the People to file and serve an SOR along with their supplemental COC if they intended to declare their readiness for trial at that time."""
238,Bronx,"""During an appearance on [date redacted], the People conceded that they 'inadvertently didn’t put the Statement of Readiness with the filing [of their supplemental COC],' and that it would be 'normal' for their office to file and serve an SOR along with a supplemental COC."""
239,Queens,"""the People did not disclose that any of the three mentioned items are discoverable under the statute."""
239,Queens,"""First, the Spanish IDT video that was utilized in this driving while intoxicated case is discoverable pursuant to CPL 245.10 (1) (a), (e), and (g)."""
239,Queens,"""Based on the People's motion response, the court finds that the People failed to exercise due diligence prior to filing their COC."""
239,Queens,"""For all the above-mentioned items, the People concede no efforts were made to disclose these items to Defendant prior to filing their COC."""
239,Queens,"""Thus, the court finds that the People failed to demonstrate that they made reasonable efforts before and after the filing of their COC to disclose these discoverable items."""
240,Kings,"""The Court agrees with [name redacted] that the single statement in the complaint, claiming that Mr. [name redacted] was in possession of a “pocket knife,” is insufficient to allege that he possessed an unlawful weapon under either PL 265.01(1) and (2)."""
240,Kings,"""In the instant case, the People made precisely the same charging error that the [case name redacted] court sought to avoid."""
240,Kings,"""The People could not have believed in good faith that the charge was legally sufficient when they made their CPL § 30.30(5-a) certification."""
240,Kings,"""The People failed to notice the deficiency when drafting the complaint, and again when certifying under CPL § 30.30(5-a), that all facially insufficient counts had been dismissed from the accusatory instrument before filing their SOR."""
240,Kings,"""Therefore, the Court finds the People’s SOR to be illusory and grants [name redacted]’s motion to controvert the SOR and COC."""
241,NY,"""the People failed to make all required disclosures before filing their COC: they knowingly withheld discoverable materials in their possession and failed to make the required diligent, good faith efforts to ascertain and disclose discoverable material."""
241,NY,"""the People's impermissible redaction of underlying police disciplinary records."""
241,NY,"""their failure to make the reasonable inquiries required to obtain and disclose third party (CCRB) disciplinary records."""
241,NY,"""the nondisclosure of automatically discoverable police material in the People's constructive possession."""
241,NY,"""The People's efforts to acquire these police generated records were quite clearly deficient and lacked the requisite 'reasonableness' given the circumstances of this case."""
242,NY,"""Thus, the People have not shown that they exercised the due diligence to satisfy their discovery obligation."""
242,NY,"""Nor is this a case in which a discoverable item was not received by defendant due to a technical malfunction."""
242,NY,"""The arguments that defendant could have subpoenaed the medical records, that the People's COC should be deemed valid because defendant was not prejudiced by the belated disclosure, and that finding the purported COC invalid is an extreme sanction also fail."""
242,NY,"""It is well settled, however, that office failure is not a valid justification for the People's failure to comply with their statutory obligations."""
242,NY,"""This is not the case here."""
243,Bronx,"""The Court is dubious about the People's lament that they should have been told of the purportedly missing items sooner as it appears, on the record before the Court, that they have made no attempts at all to address the defendant's claims in approximately five months."""
243,Bronx,"""In other words, the People have failed to 'diligently confer' (CPL § 245.35 [1]) with the defendant to resolve any discovery-related issues."""
243,Bronx,"""Here, however, the People have not detailed their efforts which might have demonstrated to the Court that the challenged COC was filed in 'good faith' after the exercise of 'due diligence'."""
243,Bronx,"""The People's response does not address whether the items sought as 'missing' even exist or, if they do, whether they are, in fact, discoverable under applicable law."""
243,Bronx,"""The People's response to the defendant's allegations regarding items of discovery related to DNA is, at best, incomplete."""
244,NY,"""To exempt underlying disciplinary records from disclosure because they do not 'relate to the subject matter of the case,' too narrowly defines impeachment material."""
244,NY,"""It is equally inappropriate absent specific legislative authority to approve a procedure permitting the prosecutor to filter impeachment evidence into a summary."""
244,NY,"""Summaries are simply an inadequate substitute."""
244,NY,"""It is not for the People to decide, in the first instance, if a particular item from a disciplinary record might be admissible or might impeach a witness."""
244,NY,"""The People continue to ignore that presumption as a matter of policy, despite routinely having discoverable items in their actual and constructive possession."""
245,NY,"""This is insufficient. To satisfy their discovery obligations, such evidence and information cannot be filtered into a summary."""
245,NY,"""Rather, the statute is clear that the People are required to disclose 'all evidence and information' (CPL 245.20 [1] [k] [iv] [emphasis added]), including the underlying materials."""
245,NY,"""Nor is the court persuaded by the People’s argument that their COC was filed in good faith, due to the absence of controlling appellate authority."""
245,NY,"""Furthermore, any differences of opinion at the trial level should have prompted the People to take the safer approach of disclosing the materials given that the statute mandates 'a presumption in favor of disclosure' when interpreting its provisions."""
245,NY,"""Finally, contrary to the People’s contentions, a showing of prejudice is not required to warrant invalidation of a COC."""
246,Bronx,"""The Court finds that the People failed to exercise due diligence with regards to this BWC."""
246,Bronx,"""Thus, the belated disclosure of the BWC for these two detectives undermines the validity of the People's COC."""
246,Bronx,"""The People's explanation for this belated disclosure indicates a lack of due diligence."""
246,Bronx,"""The People's tardiness in disclosing the names and work affiliations of these two officers is a symptom of their lack of due diligence and, taken together with the other belated disclosures, undermines the validity of the People's COC."""
246,Bronx,"""The absence of an explanation for this delay in the People's response contributes to the Court's finding that the People failed to meet their burden in establishing due diligence."""
247,Queens,"""When the People chose not to disclose both the CCRB Allegation Histories and the Closing Reports that were in their possession, they were not providing “[a]ll evidence and information” in their possession as mandated by CPL 245.20 (1) (k). Therefore, the certificate of compliance is invalid."""
247,Queens,"""On [date redacted], the People served and filed a certificate of compliance, which, for the above-stated reasons, is not valid. Therefore, it did not stop the speedy trial clock."""
247,Queens,"""On [date redacted], the court expressed concern that the People had failed to provide [evidence] and wrote on the court’s action sheet that the People may not be ready."""
247,Queens,"""Again, since the People had failed to provide the underlying documents that were in their possession, the speedy trial clock continued to run."""
248,Queens,"""The People, as a matter of internal office policy, have been unilaterally redacting law enforcement information without leave of court and have been selectively withholding disciplinary records that they themselves deem non-discoverable or irrelevant to the question of impeachment. These are determinations that are not for the People to decide."""
248,Queens,"""CPL 245.20 (1) (k) requires all, not summaries and documents that 'would' contain the same information."""
248,Queens,"""Once the certificate of compliance is invalidated, the attached statement of readiness becomes illusory."""
248,Queens,"""The police department’s internal disposition is not dispositive of whether the alleged conduct may impact credibility."""
248,Queens,"""When the People chose not to disclose both the CCRB Allegation Histories and the Closing Reports that were in their possession, and the underlying [evidence] reports, they were not providing '[a]ll evidence and information' in their possession as mandated by CPL 245.20 (1) (k)."""
249,Kings,"""The court disagrees with the People’s position that how the defendant came into custody in Staten Island has no bearing on the issue of probable cause in this case."""
249,Kings,"""Accordingly, the court finds that the People failed to show that they exercised the requisite due diligence in obtaining and disclosing the Staten Island arrest materials prior to filing their COC."""
249,Kings,"""Since the court’s decision in J.M.W., other courts have similarly held that BWC audit trails are automatically discoverable."""
249,Kings,"""The People failed to demonstrate why the NYPD Court Verification/Arraignment Card was excluded from automatic discovery, especially considering that all items or information related to the case in the possession of law enforcement is deemed to be in the People’s possession."""
249,Kings,"""Accordingly, for the reasons set forth above, the People’s COC served and filed on [date redacted], is deemed invalid, and the accompanying SOR illusory."""
250,NY,"""The People, however, have long been on notice that they must disclose underlying records for substantiated and unsubstantiated misconduct allegations to satisfy their obligations under CPL 245.20 (1) (k) (iv)."""
250,NY,"""Based on the People’s failure to provide all underlying records for these allegations the Court finds all compliance certificates and statements of readiness to be invalid."""
250,NY,"""As discussed above, however, the initial COC and COR were not valid because of the People’s failure to disclose all required the law enforcement disciplinary records."""
251,Queens,"""Good faith and due diligence are mandatory when filing a valid supplemental COC, but are not substitutes for the foundational requirement of initial discovery disclosure."""
251,Queens,"""The video was discoverable (CPL 245.[1] [g]) and in the People’s constructive possession (CPL 245.20 [2]), yet not disclosed in their COC."""
251,Queens,"""Even though the police department may not have 'linked the video to the casefile', it is the People’s duty to 'ensure that a flow of information is maintained between the police and other investigative personnel and his or her office sufficient to place within his or her possession or control all material and information pertinent to the defendant and the offense or offenses charged' (CPL 245.55 [1])."""
251,Queens,"""Due diligence after reading the complaint (which mentions the breath test offered at the IDTU) would have prevented the belated disclosure."""
251,Queens,"""The People’s argument that their COC is valid absent a showing of defendant’s prejudice is unpersuasive."""
252,Richmond,"""The People did not comply with CPL § 245.20(1)(), in that they did not disclose the names of the first responding officers and Sgt. Maresca prior to filing their initial COC on [date redacted]."""
252,Richmond,"""On the record before this Court, the People have failed to meet their burden of establishing that they exercised due diligence and made reasonable inquiries prior to the filing of the [date redacted] COC."""
252,Richmond,"""The most glaring example of this is the fact that the name and work affiliation of one of the first responding officers has yet to be disclosed as mandated by CPL § 245.20(1)(d)."""
252,Richmond,"""It is not reasonable that no inquiries were made as to their identity or role in the investigation prior to the filing of the COC, insofar as their existence was readily ascertainable from the discovery the People did turn over."""
252,Richmond,"""Accordingly, the Court finds the [date redacted] COC to be invalid."""
253,Kings,"""The People have submitted no evidence to show that they reviewed their discovery before disclosure to Defendant."""
253,Kings,"""There is no evidence to show that, despite a proper review of the discovery materials, this error would not have been obvious to a diligent ADA."""
253,Kings,"""Here, if the People had diligently reviewed the materials to ensure they had both audio files before disclosure, they most likely could have remedied the error prior to the expiration of the retention policy and the permanent deletion of the second audio file."""
253,Kings,"""Therefore, the People’s COC is deemed invalid."""
253,Kings,"""As this Court has found that the People’s COC was invalid and the People’s SOR was illusory, the People remained in a pre-readiness state."""
254,Kings,"""The obligation of the ADA to exercise due diligence to obtain all discovery cannot be discharged by asserting a claim that the officer 'failed to inform' the ADA of the text messages."""
254,Kings,"""The People do not get to decide which memobooks/activity logs entries are 'relevant' to this case."""
254,Kings,"""The People have provided no explanation why the People had not disclosed Giglio materials for the officers who are listed as witnesses in the NDF."""
254,Kings,"""Even if the aided report is duplicative, the People had an obligation to disclose the aided report."""
254,Kings,"""The People’s argument that the command log is duplicative of other discovery items is unavailing."""
255,Kings,"""Most notably, in the instant case, the People failed to disclose pertinent information contained in the memo books of [date redacted], which directly relates to the subject matter of the case."""
255,Kings,"""Memo books are standard items of discovery that exist from the inception of the case and need to be disclosed prior to the People filing the COC."""
255,Kings,"""People’s explanation in their response papers that they mistakenly believed the memo books were turned over as attachments for the DD5’s, nor their reason in the Supplemental COC dated [date redacted] and [date redacted], that they were not aware of the memo books’ existence is unacceptable."""
255,Kings,"""Had the People reviewed the DD5’s and their attachments, they would have realized that no memo books were attached."""
255,Kings,"""As a result, the People have failed to establish to the court’s satisfaction that they have acted diligently and have made good faith and reasonable efforts in complying with their discovery obligations."""
256,Queens,"""Although the People’s COC was filed in good- faith reliance on Det. Rene’s assertion that everything had been disclosed, the People do not provide evidence of due diligence when reviewing that evidence as for involvement of other officers."""
256,Queens,"""Furthermore, Officer [name redacted] participation in the case was not peripheral; she administered the Miranda warnings which enabled law enforcement to interview the defendant and learn of incriminating evidence giving them probable cause to arrest."""
256,Queens,"""For the reasons mentioned above, the missing material related to Officer [name redacted] is a valid ground invalidating the People’s COC."""
256,Queens,"""Until the People have fully complied with their discovery obligations, any certificate or statement of readiness is invalid."""
256,Queens,"""Without a valid statement of readiness, the speedy trial clock continued to run from the commencement of the criminal action on [date redacted] to the date the People actually disclosed the missing discoverable material on [date redacted]."""
258,Kings,"""Based on the People's actions here, the court cannot conclude that the People demonstrated good faith or due diligence when they filed the COC."""
258,Kings,"""The People's reliance on the [name redacted] Precinct's representation that 'the [evidence] were all shared' without ensuring the accuracy of that representation by cross-checking what was received against what was requested shows a lack of diligence from the People."""
258,Kings,"""Moreover, the People did not submit a request for the [evidence] - a document routinely generated in nearly every arrest - until [date redacted]; a clear failure to make 'reasonable inquiries to ascertain the existence of material and information subject to discovery' (CPL § 245.50[1])."""
258,Kings,"""Likewise, the People's claim that their failure to disclose the [evidence] was due to a failed upload to Microsoft OneDrive demonstrates a lack of due diligence."""
258,Kings,"""By attempting to satisfy their discovery obligations in the eleventh hour, the People left themselves no time to correct any errors or omissions."""
259,Richmond,"""Therefore, the people did not know anything about this individual until well after the COCs were filed."""
259,Richmond,"""First, even were their analysis of the civilian’s relationship to this case correct, no inquiry was made prior to the initial or supplemental COC being filed to make that assertion."""
259,Richmond,"""Second, it is not unreasonable to believe that this person, who is visible on video during defendant’s encounter with the police, may have relevant information regarding the stop, statement, and arrest — the very topics that the People consented to suppression hearings to test."""
259,Richmond,"""This is amplified here, as defendant’s statement is important to establish the knowledge element of the alleged offense."""
259,Richmond,"""Considering the above facts, the Court finds it was not reasonable that no inquiries were made as to who this person was and what, if any, role he had regarding this case."""
261,Kings,"""Here, the People argue that gas chromatography records are simply not discoverable, which is contrary to the plain reading of C.P.L § 245.20(1)(s) which states that the People shall disclose, '...the records of gas chromatography related to the certification of all reference standards and the certification certificate, if any, held by the operator of the machine or instrument.'"""
261,Kings,"""Additionally, the People’s argument that it is the defendant’s responsibility to subpoena these records and not the People, is also unpersuasive."""
261,Kings,"""The People’s failure to obtain and turn over these records, without a showing of 'special circumstances' pursuant to C.P.L. § 245.50(3), renders their COC invalid."""
261,Kings,"""The People did not turn over the gas chromatography records for the reference standards that were used to calibrate the Intoxilyzer machine which performed the breath test on the defendant on [date redacted]. The People’s failure to disclose this item without any explanation that could warrant a finding of 'special circumstances,' pursuant to C.P.L. § 245.50(3), renders the People’s [date redacted], COC invalid."""
261,Kings,"""Lastly, the People’s argument that 'inadvertent errors do not otherwise invalidate a COC and statement of readiness that were filed in good faith, after exercising due diligence' and, '[T]he fact that the People failed to obtain and disclose a few items of material, the discoverability of which is arguable, should not vitiate the People’s due diligent [sic], good faith efforts,' People’s Mem. of Law at p. 10 (Aug. 18, 2023), is without merit."""
263,Kings,"""The People concede that they belatedly disclosed numerous discoverable items, do not identify any special circumstances to excuse their noncompliance, and fail to proffer sworn facts demonstrating that they acted with due diligence."""
263,Kings,"""Indeed, the People concede that they are 'unable to detail ... specific measures of good faith and due diligence.'"""
263,Kings,"""Accordingly, the Court finds that the People's initial COC and [date redacted] and [date redacted] supplemental COCs were not filed in good faith and are not valid."""
264,Queens,"""This court disagrees with the People’s blanket statement that the PBT is not admissible."""
264,Queens,"""In the instant case, since the PBT was used during the police encounter with this defendant, the PBT calibration records relate to the subject matter of the this case involving driving while intoxicated [...] and are discoverable."""
264,Queens,"""While the People eventually disclosed the PBT calibration reports in that supplemental certificate of compliance, it was not until: • 168 days after the defendant notified the People of the missing calibration reports 30 days after the COC; • 256 days after arraignment; and • close to a month after the interim order."""
264,Queens,"""In the instant matter, this court declines to find due diligence was exercise for the following reasons body worn camera showed that the PBT was used therefore the People knew that it was used; • the People were under the mistaken belief that the PBT could never be used and therefore not discoverable; were not aware of the PBT calibration records and made no effort before the interim order to inquire as to their existence; • the People failed to respond to the defense counsel email regarding the missing calibration records; and • the People waited about a month after the interim order to seek the calibration records. This falls short of due diligence."""
264,Queens,"""Therefore, since CPL 245.20 (1) (s) does not tie disclosure to the People’s intent to introduce the information at trial, if the information is in the People’s possession (i.e., including the NYPD), then the People must disclose it."""
265,Queens,"""Here, the People failed to certify the facial sufficiency of all counts in this case, or rather attempted to so without a legitimate basis."""
265,Queens,"""Moreover, the People certified that which was false."""
265,Queens,"""Here, the People, unlike the People in Nelson, took no immediate action to provide, when it was notified of the omission, the supporting deposition to either the court or defendant, and remedy an omission which prevented the People from converting the complaint and announcing its trial readiness."""
265,Queens,"""Knowing that there were two complaining witnesses in the complaint since November of 2022, the People present no special circumstances for omitting the supporting deposition and have shown no urgency in remedying its omission and converting its complaint."""
265,Queens,"""In sum, because of its failure to timely serve file and disclose this supporting deposition, the People’s COCs and SORs were invalid."""
266,NY,"""This is insufficient. To satisfy their discovery obligations, such evidence and information cannot be filtered into a summary."""
266,NY,"""Rather, the statute is clear that the People are required to disclose 'all evidence and information' (CPL 245.20 [1] [k] [iv] [emphasis added]), including the underlying materials."""
266,NY,"""Nor is the court persuaded by the People’s argument that their COC was filed in good faith due to the absence of 'controlling appellate authority.'"""
266,NY,"""Furthermore, any differences of opinion at the trial level should have prompted the People to take the safer approach of disclosing the materials given that the statute mandates 'a presumption in favor of disclosure' when interpreting its provisions."""
266,NY,"""For the foregoing reasons, Defendant’s motion to invalidate the People’s [date redacted], COC and COR is granted."""
267,Bronx,"""The People have not satisfied their burden of exercising 'due diligence' in complying with their discovery obligation under the statute."""
267,Bronx,"""The Court finds the People's Certificate of Compliance was illusory under C.P.L. § 245.50(1), which states that the People must serve on defense and file with the Court a Certificate of Compliance which indicates that, 'after exercising due diligence and making reasonable inquiries to ascertain the existence of material and information subject to discovery, the prosecutor has disclosed and made available all known material [that is] subject to discovery.'"""
267,Bronx,"""The People's failure to send over the entirety of the discovery, except for the previously disclosed [evidence], invalidates the Certificate of Compliance."""
267,Bronx,"""The Court does not consider the People's belated disclosure an inadvertent 'minor oversight,' and the People do not note a reasonable explanation for such oversight."""
267,Bronx,"""Having found the Certificate of Compliance filed on [date redacted], invalid, the court renders the corresponding Statement of Readiness invalid, and find the Certificate of Compliance insufficient to toll the speedy trial clock (CPL §30.30[5])."""
268,Queens,"""The People argue that the underlying police disciplinary records were not in their actual possession. Disciplinary records are routinely kept by NYPD on all officers. CPL 245.20 (2) states that what the police possess, the District Attorney possesses."""
268,Queens,"""Rather, here, the People had a list of officers participating in the defendant’s arrest and knowingly failed to disclose discoverable impeachment material in their constructive possession without leave of the court or a protective order, demonstrating a blatant disregard for the disclosure requirements of the statute."""
268,Queens,"""The court is aware of the extensive discovery obligations in the new statutory framework and how these demands create new challenges for the People when trying to fulfill their duties. Nevertheless, it is not the courts’ role to set aside the direct language of CPL 245.20 (1) (k) and apply an artificially restrictive reading just to avoid potentially cumbersome discovery challenges for the People."""
268,Queens,"""Whenever the People have conducted diligent and reasonable inquiries to obtain discoverable material, and yet for whatever reason have not actually acquired them within their 35-day and additional 30-day deadline, they may apply to the court for a good cause extension pursuant to CPL 245.70 (2), but instead chose to unilaterally withhold the material until specifically ordered by this court, while maintaining categorically that underlying records are not discoverable."""
268,Queens,"""This Court holds that when the People have actual possession or are statutorily presumed to be in possession of police officer disciplinary records, including the underlying documentation, and they willfully elect not to disclose that information then they cannot be deemed in compliance with their discovery obligations and any corresponding certificate of compliance must be invalidated."""
269,Kings,"""In any event, when the People filed the COC it was invalid because at that time the People failed to provide critical disclosure."""
269,Kings,"""That disclosure included the [evidence] that led to the arrest of the defendant, the [evidence], and additional witness contact information."""
269,Kings,"""Therefore, the People failed to be ready within the statutory time limit, and violated CPL § 30.30."""
270,Queens,"""The People do not provide any account of their due diligence or explanation for belated discovery for the body worn camera footage."""
270,Queens,"""The People do not acknowledge that any material created by law enforcement related to the prosecution of the charge is automatically in their possession."""
270,Queens,"""For these reasons, the People’s COC filed without Officer [name redacted]'s body worn camera footage and the three missing 911 calls is invalid."""
270,Queens,"""The Court has requested and reviewed the audit trails in the defendant’s case and finds that they are automatically discoverable."""
270,Queens,"""For both the audit trails and underlying police disciplinary records for testifying officers, the People do not provide any evidence of due diligence to disclose those documents prior to filing their COC."""
271,NY,"""The plain meaning of ‘all evidence and information that tends to impeach the credibility of a testifying prosecution witness [whether or not in tangible form’ encompasses all allegations, as well as the files, records and other materials ‘in tangible form’ on which substantiated disciplinary findings against the People’s officer witness are based."""
271,NY,"""Records of substantiated charges of failure to follow procedures, dishonesty, or other improper conduct are tangible evidence and information that bear directly on an officer’s credibility as a witness in any case, regardless of what might be the particular crime charged."""
271,NY,"""When disclosing all “evidence” it must include the actual documents, not just “information” about them."""
271,NY,"""The unsupported blanket assertion that these materials are not available when an investigation is pending does not satisfy the prosecution’s due diligence requirement."""
271,NY,"""The court finds that the People were obligated to disclose the underlying disciplinary records for Officer [name redacted] prior to filing a COC. Accordingly, the COC filed on [date redacted], was invalid, as were all statements of readiness."""
272,Richmond,"""On the facts of this case, the People’s lack of inquiry into, and subsequent failure to disclose, the identities of these witnesses is not reasonable."""
272,Richmond,"""Such an inquiry should have been made and disclosed to defendant prior to the filing of the first COC."""
272,Richmond,"""Accordingly, the [date redacted], COC, and the supplemental COCs filed on [date redacted], and [date redacted], are invalid."""
272,Richmond,"""As a result, the CTRs filed in conjunction with those COCs are illusory."""
273,Kings,"""The People concede that they did not provide the underlying paperwork for IAB and KCDA summary disclosure letters because in their opinion they were not discoverable. The opinion that the records were not discoverable was stated without providing an explanation."""
273,Kings,"""Thus, the People's summary disclosure letters of police misconduct are insufficient to satisfy CPL 245.20 (1) (k)."""
273,Kings,"""As a practical matter, the People should not be cast as the gatekeeper in determining impeachment material for the defense."""
273,Kings,"""Here the People’s failure to provide all existing disciplinary records, for substantiated and unsubstantiated complaints prior to filing their initial COC renders their COC invalid and their SOR illusory."""
273,Kings,"""The People failed to demonstrate that they operated in good faith, exercised due diligence, and showed that they expeditiously provided any missing discovery to the defense. The failure to detail the basis for the delayed discovery in a supplemental COC while filing late discovery invalidated the People’s COC and rendered their SOR illusory."""
274,Kings,"""Accordingly, the Court can think of no reasonable excuse why the minutes were not provided to the Court for inspection until almost 4 months after the motion was made."""
274,Kings,"""Based on the foregoing, the People are charged the 121-day delay between [date redacted], and [date redacted] [121 days charged to the People; 294 total days charged ]."""
275,Queens,"""The People failed to disclose the [date redacted], 911 call prior to the filing of their initial certificate of compliance on [date redacted]."""
275,Queens,"""The People were in constructive possession of this 911 call recording, and associated paperwork, when they filed their initial certificate of compliance on [date redacted]."""
275,Queens,"""The People failed to list Officer [name redacted] Winston as having information relevant to the case (CPL 245.20[1][d])."""
275,Queens,"""The People failed to disclose underlying police disciplinary records for Officer [name redacted] and Officer [name redacted] officers designated as testifying prosecution witnesses (CPL 245.20[1][k][iv]); the 911 call that precipitated defendant’s arrest (CPL 245.20[1][g]); and the activity log of Officer [name redacted] as well as failing to identify him as having information related to the case (CPL 245.20[1][e])."""
275,Queens,"""Given these deficiencies in the certificate of compliance, the Court finds that the filing of the certificate of compliance on [date redacted], was not reasonable under the circumstances."""
276,NY,"""the People did not demonstrate due diligence or act reasonable in their efforts to comply with their discovery obligations."""
276,NY,"""As such, the People were obligated not only to disclose the information, but they should have expeditiously disclosed it with their initial disclosure."""
276,NY,"""The record shows that the People filed the COC and COR two days after the interview yet failed to provide the interview notes at the time of their initial discovery filing."""
276,NY,"""Furthermore, the People failed to offer any details or explanation for their delay in disclosing impeachment materials."""
276,NY,"""The Court finds that the People did not act in good faith or exercise due diligence in turn over impeachment materials to comply with their statutory discovery obligations."""
277,Queens,"""The People have not met their burden to show the legality of police conduct, specifically when Det. Pierrelouise stopped the defendant’s car for following too closely in violation of VTL 1129 (A). Therefore, the defendant’s motion to suppress the noticed statements and breath test results is granted."""
277,Queens,"""The Court finds more persuasive the arguments and analysis in People v Ballard (82 Misc 3d 403 [Crim Ct, Queens County 2023]) and finds that audit trails as described in that case are automatically discoverable."""
